Rank,Sourceid,Title,Type,H index
25717,21100853565,Psikiyatride Guncel Yaklasimlar,journal,Q4
25718,14006,Psychologist,journal,Q4
25719,16300154734,Recherches de Science Religieuse,journal,Q3
25720,5600155553,Religion and American Culture,journal,Q3
25721,4800153105,Research in Urban Sociology,book series,Q4
25722,19700175045,Research Journal of Immunology,journal,Q4
25723,26755,Review of Metaphysics,journal,Q3
25724,21100242828,"Revista de Direito, Estado e Telecomunicacoes",journal,Q4
25725,21100901898,Revista Digital de Biblioteconomia e Ciencia da Informacao,journal,Q4
25726,16400154770,Revista Iberoamericana,journal,Q2
25727,63026,Revue des Etudes Byzantines,journal,Q3
25728,4100151614,Revue Sage - Femme,journal,Q4
25729,21100466475,"RINA, Royal Institution of Naval Architects - Smart Ship Technology 2016, Papers",conference and proceedings,-
25730,19600157363,Rossiiskaia Istoria,journal,Q3
25731,5800207568,Scando-Slavica,journal,Q2
25732,21100811516,Serie Correlacion Geologica,journal,Q4
25733,19453,Shiyou Huagong/Petrochemical Technology,journal,Q4
25734,80618,Silva Balcanica,journal,Q4
25735,21100873054,Siriraj Medical Journal,journal,Q4
25736,21100200422,SKASE Journal of Translation and Interpretation,journal,Q2
25737,21100200612,Studies in Australasian Cinema,journal,Q2
25738,21100811505,Symposion,journal,Q3
25739,5000158717,Synthesis Lectures on Computer Science,book series,Q4
25740,21100202746,TAL Traitement Automatique des Langues,journal,Q3
25741,17118,Textile History,journal,Q3
25742,21100367954,Topics in Linguistics,journal,Q3
25743,19255,Transactions of the South African Institute of Electrical Engineers,journal,Q4
25744,16200154715,Translation Review,journal,Q2
25745,21100792502,Trashumante,journal,Q3
25746,16100154755,Tulsa Studies in Womens Literature,journal,Q2
25747,69461,"Vertex (Buenos Aires, Argentina)",journal,Q4
25748,20884,Virologie,journal,Q4
25749,21100461438,"VISIGRAPP 2016 - Proceedings of the 11th Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",conference and proceedings,-
25750,17700154927,Volkskunde,journal,Q3
25751,16000154704,Wordsworth Circle,journal,Q2
25752,21000195015,World Journal of Laparoscopic Surgery,journal,Q4
25753,5600152865,Zeitschrift für Soziologie der Erziehung und Socialisation/Journal for Sociology of Education and Socialization,journal,Q4
25754,28942,Zhuzao/Foundry,journal,Q4
25755,21100469922,"2012 IEEE Hot Chips 24 Symposium, HCS 2012",conference and proceedings,-
25756,21100469392,"2013 IEEE Hot Chips 25 Symposium, HCS 2013",conference and proceedings,-
25757,21100461365,"2015 IEEE Nanotechnology Materials and Devices Conference, NMDC 2015",conference and proceedings,-
25758,21100777474,"2016 11th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2016",conference and proceedings,-
25759,21100817100,"2016 IEEE International Conference on Computational Intelligence and Computing Research, ICCIC 2016",conference and proceedings,-
25760,21100780997,"2016 IEEE VR 2016 Workshop on Perceptual and Cognitive Issues in AR, PERCAR 2016",conference and proceedings,-
25761,21100782793,"2016 International Conference on Information Technology for Organizations Development, IT4OD 2016",conference and proceedings,-
25762,21100812612,"2017 Spanish Conference on Electron Devices, CDE 2017",conference and proceedings,-
25763,21100455403,21st AIAA/CEAS Aeroacoustics Conference,conference and proceedings,-
25764,21100456816,"5th International Conference on Manipulation, Manufacturing and Measurement on the Nanoscale, 3M-NANO 2015 - Conference Proceedings",conference and proceedings,-
25765,21100777485,"ACM SIGGRAPH 2016 Panels, SIGGRAPH 2016",conference and proceedings,-
25766,19900192120,Acta Philosophica,journal,Q3
25767,14460,"Acta Polytechnica Scandinavica, Civil Engineering and Building Construction Series",journal,Q4
25768,4700152293,Acute Cardiac Care,journal,Q4
25769,21100429547,"Advances and Trends in Engineering Sciences and Technologies - Proceedings of the International Conference on Engineering Sciences and Technologies, ESaT 2015",conference and proceedings,-
25770,31843,Advances in Tunnelling Technology and Subsurface Use,journal,Q4
25771,21100211377,African Natural History,journal,Q4
25772,15299,A Journal of emergency medical services : JEMS,journal,Q4
25773,12943,Akusticheskij Zhurnal,journal,Q4
25774,21100811520,"American Fuel and Petrochemical Manufacturers, AFPM - International Lubricants and Waxes Meeting 2016",conference and proceedings,-
25775,21100779069,"American Fuel and Petrochemical Manufacturers, AFPM - Labor Relations/Human Resources Conference 2016",conference and proceedings,-
25776,26573,American Machinist,trade journal,Q4
25777,21100241803,Amme Idaresi Dergisi,journal,Q4
25778,21435,Anestezi Dergisi,journal,Q4
25779,34691,Annales Medicales de Nancy,journal,Q4
25780,28539,Annual Review of Gerontology and Geriatrics,book series,Q4
25781,21100259543,Anuario Colombiano de Historia Social y de la Cultura,journal,Q3
25782,23332,Applied Cardiopulmonary Pathophysiology,journal,Q4
25783,19700170236,Arms and Armour,journal,Q3
25784,21100853967,ARS Medica Tomitana,journal,Q4
25785,21100893575,Asian Journal of Business Research,journal,Q4
25786,21100854845,Asia Pacific Journal of Medical Toxicology,journal,Q4
25787,21100853884,Audiology Research,journal,Q4
25788,59836,"Bioengineering, Proceedings of the Northeast Conference",conference and proceedings,-
25789,900147101,Boissiera,book series,Q4
25790,5800219327,Boletin de Filologia,journal,Q2
25791,21100385417,Brazilian journal of anesthesiology (Elsevier),journal,Q4
25792,21100425326,Brill's Companions to the Christian Tradition,book series,Q3
25793,21100427143,Brill's Handbooks in Linguistics,book series,Q3
25794,21100427197,Brill's Humanities in China Library,book series,Q3
25795,21100407280,Brill's Studies in Indo-European Languages and Linguistics,book series,Q3
25796,21100444383,"Brill's Studies in Language, Cognition and Culture",book series,Q3
25797,21100407719,Brill's Studies in South and Southwest Asian Languages,book series,Q3
25798,27490,Bulletin de L'Association de Geographes Francais,journal,Q4
25799,21100868294,Bulletin of Siberian Medicine,journal,Q4
25800,21100774811,CACS 2015 - 2015 CACS International Automatic Control Conference,conference and proceedings,-
25801,19900191843,Cardiology Letters,journal,Q4
25802,145363,Cattle Practice,journal,Q4
25803,21100438195,Central and Eastern Europe,book series,Q4
25804,21100790353,"CHESE 2016 - Proceedings of the 2nd International Code Hunt Workshop on Educational Software Engineering, co-located with FSE 2016",conference and proceedings,-
25805,21100868885,"Children's Literature, Culture, and Cognition",book series,Q2
25806,27812,Chinese Journal of Forensic Medicine,journal,Q4
25807,25247,Chinese Journal of Pharmacology and Toxicology,journal,Q4
25808,21100406862,Chinese Overseas,book series,Q2
25809,25124,Chudoku kenkyu : Chudoku Kenkyukai jun kikanshi = The Japanese journal of toxicology,journal,Q4
25810,21100808408,CODASPY 2017 - Proceedings of the 7th ACM Conference on Data and Application Security and Privacy,conference and proceedings,-
25811,31369,Coke and chemistry U.S.S.R.,journal,Q4
25812,21100470815,Colorectal Cancer,journal,Q4
25813,17898,Conference Record - IAS Annual Meeting (IEEE Industry Applications Society),conference and proceedings,-
25814,17273,Conference Record of IEEE International Symposium on Electrical Insulation,conference and proceedings,-
25815,21100203102,Conferences in Research and Practice in Information Technology Series,conference and proceedings,-
25816,21100388414,Crossings,journal,Q3
25817,21100854822,Cumhuriyet Medical Journal,journal,Q4
25818,21100831810,Current Biomarker Findings,journal,Q4
25819,11600154631,Current Research in Earth Sciences,journal,Q4
25820,21100853562,Current Tissue Engineering,journal,Q4
25821,21100854215,Current World Environment,journal,Q4
25822,57702,Danish Hydraulics,journal,Q4
25823,21100899308,Dentistry 3000,journal,Q4
25824,21100901168,Dialogic Pedagogy,journal,Q3
25825,21100464990,EAGE/DGG Workshop on Deep Mineral Exploration 2016: Chasing Both Land and Sea Deposits,conference and proceedings,-
25826,21100425845,Early Americas: History and Culture,book series,Q3
25827,21100407234,Education and Society in the Middle Ages and Renaissance,book series,Q3
25828,21100897002,Education Research International,journal,Q4
25829,34230,Electronic Packaging and Production,journal,Q4
25830,31213,Electronics & communications in Japan,journal,Q4
25831,21100427905,Empirical Approaches to Linguistic Theory,book series,Q3
25832,29407,Energy Processing (Canada),trade journal,Q4
25833,5700157895,Enfance,journal,Q4
25834,21100812560,"Environmental Aspects, Applications and Implications of Nanomaterials and Nanotechnology 2016 - Topical Conference at the 2016 AIChE Annual Meeting",conference and proceedings,-
25835,21100854119,Erciyes Medical Journal,journal,Q4
25836,35561,Escher Wyss News,journal,Q4
25837,21100875068,Esperienze Dermatologiche,journal,Q4
25838,62388,Esprit,journal,Q3
25839,5800207821,Estudios Filologicos,journal,Q2
25840,21100265641,Etica e Politica,journal,Q3
25841,21100407265,Etudes de Droit International,book series,Q4
25842,17600155137,Etudes sur la Mort,journal,Q4
25843,21100409542,Eurasian Studies Library,book series,Q3
25844,29207,Eureka - Engineering Materials and Design,trade journal,Q4
25845,21100782801,European Journal of Cardiovascular Medicine,journal,Q4
25846,15621,"EUT Report, Eindhoven University of Technology, Faculty of Electrical Engineering",book series,Q4
25847,16100154765,Fabula,journal,Q2
25848,28414,Fire International,journal,Q4
25849,5600154423,French History,journal,Q3
25850,4700152628,Frontiers of Law in China,journal,Q4
25851,4700152630,Frontiers of Philosophy in China,journal,Q3
25852,21100812592,Fuels and Petrochemicals Division 2016 - Core Programming Area at the 2016 AIChE Annual Meeting,conference and proceedings,-
25853,35295,Gazovaya Promyshlennost,journal,Q4
25854,28463,General Medicine,journal,Q4
25855,21100426620,"Handbook of Oriental Studies. Section 2, South Asia",book series,Q3
25856,25731,Harvard men's health watch,journal,Q4
25857,28989,Hedianzixue Yu Tance Jishu/Nuclear Electronics and Detection Technology,journal,Q4
25858,63769,He-Huaxue yu Fangshe Huaxue/Journal of Nuclear and Radiochemistry,journal,Q4
25859,21100794004,History of Medicine,journal,Q3
25860,21100406872,History of Warfare,book series,Q3
25861,21100853572,Hospital Chronicles,journal,Q4
25862,110225,HSB International,journal,Q3
25863,31480,Hydraulic Pneumatic Power,journal,Q4
25864,33634,Hydro Delft,journal,Q3
25865,21100812440,ICCE 2016 - 24th International Conference on Computers in Education: Think Global Act Local - Extended Summary Proceedings,conference and proceedings,-
25866,21100781906,"ICINCO 2016 - 13th International Conference on Informatics in Control, Automation and Robotics, Doctoral Consortium",conference and proceedings,-
25867,21100789035,"ICINCO 2016 - 13th International Conference on Informatics in Control, Automation and Robotics, Doctoral Consortium",conference and proceedings,-
25868,40260,IEEE Transactions on Circuits and Systems,journal,Q4
25869,19700175459,Imaging in Medicine,journal,Q4
25870,21100201522,Indian Journal of Science and Technology,journal,Q4
25871,29759,Indian Journal of Social Work,journal,Q4
25872,78953,"INFORM - International News on Fats, Oils and Related Materials",trade journal,Q4
25873,37324,"Instrumentation, Control, and Automation in the Power Industry, Proceedings",journal,Q4
25874,21100466732,"International Conference on Advanced Design Research and Education, ICADRE 2014",conference and proceedings,-
25875,21100406310,International Humanitarian Law Series,book series,Q4
25876,21100856144,International Journal of Advanced Computer Research,journal,Q4
25877,21100893581,International Journal of Childbirth,journal,Q4
25878,21100854631,International Journal of Christianity and Education,journal,Q3
25879,21100854196,International Journal of Clinical Acupuncture,journal,Q4
25880,19700166623,International Journal of Clinical Dentistry,journal,Q4
25881,21100896465,International Journal of Customer Relationship Marketing and Management,journal,Q4
25882,20500195212,International Journal of Drug Delivery Technology,journal,Q4
25883,145378,International Journal of Electrical Engineering,journal,Q4
25884,25632,"International journal of orofacial myology : official publication of the International Association of Orofacial Myology, The",journal,Q4
25885,70991,International Maritime Technology,journal,Q3
25886,21100461499,International Straits of the World,book series,Q4
25887,21100438078,International Studies in the History of Rhetoric,book series,Q2
25888,19900193965,"International Symposium on Advanced Networks and Telecommunication Systems, ANTS",conference and proceedings,-
25889,145702,"International Symposium on Technology and Society, Proceedings",conference and proceedings,-
25890,16300154762,I Tatti Studies,journal,Q2
25891,16000154796,Jahrbuch des Deutschen Archaeologischen Instituts,book series,Q2
25892,21100406630,Jewish and Christian Perspectives Series,book series,Q2
25893,7000153253,Jiefangjun Ligong Daxue Xuebao/Journal of PLA University of Science and Technology (Natural Science Edition),journal,Q4
25894,36694,Journal de la Societe des Americanistes,journal,Q3
25895,21100326896,"Journal of Accounting, Ethics and Public Policy",journal,Q4
25896,33154,Journal of Architectural and Planning Research,journal,Q3
25897,21100870922,Journal of Behavioral Science,journal,Q4
25898,21100782386,Journal of Biology and Today's World,journal,Q4
25899,5800208299,Journal of English and Germanic Philology,journal,Q2
25900,35523,Journal of Fluid Control,journal,Q4
25901,74535,Journal of Gemmology,journal,Q4
25902,12658,Journal of Harbin Institute of Technology (New Series),journal,Q4
25903,17004,Journal of Indian Water Works Association,journal,Q4
25904,7200153149,Journal of Jewish Thought and Philosophy,journal,Q2
25905,21100854827,Journal of Nanopharmaceutics and Drug Delivery,journal,Q4
25906,19700174963,Journal of Nepal Paediatric Society,journal,Q4
25907,5600156553,Journal of Pacific History,journal,Q3
25908,21100854187,Journal of Paediatric Respirology and Critical Care,journal,Q4
25909,16293,Journal of Planning and Environment Law,journal,Q4
25910,6300153124,Journal of the Chinese Institute of Civil and Hydraulic Engineering,journal,Q4
25911,30532,Journal of the Technical Councils of ASCE,journal,Q4
25912,23995,JSAE Review,journal,Q4
25913,32564,JSME International Journal,journal,Q4
25914,18124,Kauchuk i Rezina,journal,Q4
25915,21100262299,Kerygma und Dogma,journal,Q3
25916,21747,Khirurgiya,journal,Q4
25917,57103,Korean Journal of Medical Mycology,journal,Q4
25918,5800223969,Kratylos,journal,Q2
25919,13724,Kunststoffe,journal,Q4
25920,18400156709,Kuwait Medical Journal,journal,Q4
25921,20404,Kwartalnik historii nauki i techniki - Kwartal'nyi zhurnal istorii nauki i tekhniki -,journal,Q4
25922,21100829149,Lawyer Quarterly,journal,Q4
25923,21100405524,Legal Aspects of Sustainable Development,book series,Q4
25924,21100427841,Leiden Series in Comparative Historiography,book series,Q3
25925,13600154710,Life Science Journal,journal,Q4
25926,21100868872,Linguistic Approaches to Literature,book series,Q2
25927,30440,Lloyd's Maritime Asia,journal,Q4
25928,4700152816,Logistics Journal,journal,Q4
25929,30369,"LUNDQUA Thesis - Lund University, Department of Quarternary Geology",book series,Q4
25930,18737,Managed Care,journal,Q4
25931,21100255545,Management Education,journal,Q4
25932,40968,Marconi Review,journal,Q4
25933,5700172274,Meanjin,journal,Q2
25934,21372,Mediaeval Studies,journal,Q3
25935,21100854899,Medical Studies/Studia Medyczne,journal,Q4
25936,21100407207,Medieval Law and Its Practice,book series,Q3
25937,6500153152,Medium Aevum,journal,Q2
25938,40733,Metal Progress,journal,Q4
25939,21100855909,Methods and Objects of Chemical Analysis,journal,Q4
25940,21100853989,Microbiology Research,journal,Q4
25941,28750,Mississippi RN,journal,Q4
25942,21100463147,"MODELSWARD 2016 - 4th International Conference on Model-Driven Engineering and Software Development, Doctoral Consortium",conference and proceedings,-
25943,17700154915,Multitudes,journal,Q3
25944,5900153340,Museum International,journal,Q3
25945,21100406766,Nag Hammadi and Manichaean Studies,book series,Q2
25946,21100216986,NanoScience and Technology,book series,Q4
25947,21100790771,"Networking in Education and Research: RoEduNet International Conference 15th Edition, RoEduNet 2016 - Proceedings",conference and proceedings,-
25948,21100406819,"New Testament Tools, Studies and Documents",book series,Q2
25949,23121,"New York Review of Books, The",journal,Q3
25950,101316,Nigerian journal of medicine : journal of the National Association of Resident Doctors of Nigeria,journal,Q4
25951,38043,NTG - Fachberichte,journal,Q4
25952,13658,OIAZ,journal,Q4
25953,33411,Onde Electrique,journal,Q4
25954,21100466711,"OnSt 2016 - 1st International Workshop on Online Safety, Trust and Fraud Prevention",conference and proceedings,-
25955,21100398550,Orphan Drugs: Research and Reviews,journal,Q4
25956,20500195417,Phillippine Journal of Internal Medicine,journal,Q4
25957,29376,Philologus,journal,Q2
25958,16100154777,Philosophy Today,journal,Q3
25959,33292,"Physica B: Physics of Condensed Matter & C: Atomic, Molecular and Plasma Physics, Optics",journal,Q4
25960,110158,Plasticheskie Massy: Sintez Svojstva Pererabotka Primenenie,journal,Q4
25961,27884,Poroshkovaya Metallurgiya,journal,Q4
25962,21100463080,"Proceeding - 2015 IEEE International Circuits and Systems Symposium, ICSyS 2015",conference and proceedings,-
25963,21100797847,"Proceedings - 2016 Advances in Wireless and Optical Communications, RTUWO 2016",conference and proceedings,-
25964,21100790321,"Proceedings - 8th International Conference on Intelligent Computation Technology and Automation, ICICTA 2015",conference and proceedings,-
25965,21100457088,"Proceedings - 9th International Conference on Future Generation Communication and Networking, FGCN 2015",conference and proceedings,-
25966,21100456719,"Proceedings - IEEE 7th International Conference on Technology for Education, T4E 2015",conference and proceedings,-
25967,32624,Proceedings - Institution of Mechanical Engineers,journal,Q4
25968,21100812377,"Proceedings of the 12th International Conference on Cyber Warfare and Security, ICCWS 2017",conference and proceedings,-
25969,21100793645,Proceedings of the 15th International Conference WWW/Internet 2016,conference and proceedings,-
25970,21100812441,"Proceedings of the 2017 International Technical Meeting of The Institute of Navigation, ITM 2017",conference and proceedings,-
25971,21100802675,"Proceedings of the 6th IASTED International Conference on Modelling, Simulation and Identification, MSI 2016",conference and proceedings,-
25972,21100812591,Process Intensification 2016 - Topical Conference at the 2016 AIChE Annual Meeting,conference and proceedings,-
25973,40073,Product engineering,journal,Q4
25974,40924,Production Engineer London,journal,Q4
25975,5000160303,Psychiatric Times,journal,Q4
25976,10300153303,Psycho-Oncologie,journal,Q4
25977,21100410300,Publishing History,journal,Q2
25978,20300195020,Questions Liturgiques,journal,Q3
25979,21100787835,"REBLS 2016 - Proceedings of the 3rd International Workshop on Reactive and Event-Based Languages and Systems, co-located with SPLASH 2016",conference and proceedings,-
25980,21100399127,Recent advances in DNA &amp; gene sequences,journal,Q4
25981,21100430117,Religion in Chinese Societies,book series,Q3
25982,19700175106,Research Journal of Cardiology,journal,Q4
25983,19700174907,Research Journal of Obstetrics and Gynecology,journal,Q4
25984,21100317415,Revista Argentina de Radiologia,journal,Q4
25985,21828,Revista Cubana de Farmacia,journal,Q4
25986,20274,Revista de la Facultad de Ciencias Medicas de Cordoba,journal,Q4
25987,21100901134,Revista Electronica de LEEME,journal,Q3
25988,21100854890,Revista Mexicana de Ortodoncia,journal,Q4
25989,14359,Revue de Laryngologie Otologie Rhinologie,journal,Q4
25990,24847,Revue d'Intelligence Artificielle,journal,Q4
25991,21100810661,Revue d'Oncologie Hematologie Pediatrique,journal,Q4
25992,5800207761,Revue Romane,journal,Q2
25993,39182,"RGE, Revue Generale de l'Electricite",journal,Q4
25994,19700175134,Rheumatology Reports,journal,Q4
25995,12609,Rivista Geographica Italiana,journal,Q4
25996,18155,Rubber Developments,journal,Q4
25997,20339,Shore and Beach,journal,Q4
25998,21100811212,"Social Sciences and Interdisciplinary Behavior - Proceedings of the 4th International Congress on Interdisciplinary Behavior and Social Science, ICIBSOS 2015",conference and proceedings,-
25999,21100468668,"Society of Petroleum Engineers - SPE Mexico Health, Safety, Environment, and Sustainability Symposium",conference and proceedings,-
26000,21100223584,Specialusis Ugdymas,journal,Q4
26001,145712,Statute Law Review,journal,Q4
26002,22058,Strojarstvo,journal,Q4
26003,21100405116,Studia Neoaristotelica,journal,Q3
26004,21100409601,Studien und Texte zur Geistesgeschichte des Mittelalters,book series,Q3
26005,21100406911,Studies in Islamic Law and Society,book series,Q3
26006,21100827844,Studies in Pragmatics,book series,Q3
26007,21100427033,Studies in Reformed Theology,book series,Q3
26008,21100457062,Studies in Territorial and Cultural Diversity Governance,book series,Q4
26009,19700201460,Sylvia,journal,Q4
26010,5000158715,Synthesis Lectures on Signal Processing,book series,Q4
26011,22883,Systems and Computers in Japan,journal,Q4
26012,17934,Technical Paper - Society of Manufacturing Engineers. AD,journal,Q4
26013,57621,"Technical Report - University of Texas at Austin, Center for Research in Water Resources",journal,Q4
26014,30539,Technische Mitteilungen PTT,journal,Q4
26015,13394,Technology Reports of the Osaka University,journal,Q4
26016,17502,Teknik Dergi/Technical Journal of Turkish Chamber of Civil Engineers,journal,Q4
26017,27806,Terra et Aqua,trade journal,Q3
26018,21100406946,Texts and Studies on the Qur'an,book series,Q3
26019,12816,The Journal of General Education,journal,Q4
26020,21100788369,The Path Forward for Wood Products: A Global Perspective - Proceedings of Scientific Papers,conference and proceedings,-
26021,16200154716,Thomist,journal,Q3
26022,21100356024,Topoi Orient Occident,journal,Q4
26023,20300195016,"Transactions on Electrical Engineering, Electronics, and Communications",journal,Q4
26024,19700174945,Turk Dermatoloji Dergisi,journal,Q4
26025,19700174883,Turk Onkoloji Dergisi,journal,Q4
26026,21100948930,University of Bologna Law Review,journal,Q4
26027,5000160304,USDA Forest Service - Resource Bulletin PNW-RB,journal,Q4
26028,40487,VDI-Berichte,book series,Q4
26029,35427,Wireless World,journal,Q4
26030,37186,World Construction,journal,Q4
26031,21100409314,World Journal of Acupuncture - Moxibustion,journal,Q4
26032,21100856632,Zaranda de Ideas,journal,Q3
26033,36157,Zavodskaya Laboratoriya,journal,Q4
26034,5800152708,Zeitschrift fur Anglistik und Amerikanistik,journal,Q2
26035,99334,Zeitschrift fur Ethnologie,journal,Q3
26036,21100455705,"14th International Conference on QiR (Quality in Research), QiR 2015 - In conjunction with 4th Asian Symposium on Material Processing, ASMP 2015 and International Conference in Saving Energy in Refrigeration and Air Conditioning, ICSERA 2015",conference and proceedings,-
26037,21100797725,1st International Conference - EECon 2016: 2016 Electrical Engineering Conference,conference and proceedings,-
26038,21100788290,"1st International Conference on Multidisciplinary Engineering Design Optimization, MEDO 2016",conference and proceedings,-
26039,21100456618,"2015 IEEE International Autumn Meeting on Power, Electronics and Computing, ROPEC 2015",conference and proceedings,-
26040,21100780538,"2016 International Conference on Applied System Innovation, IEEE ICASI 2016",conference and proceedings,-
26041,21100780453,"2016 International Conference on Industrial Economics System and Industrial Security Engineering, IEIS 2016 - Proceeding",conference and proceedings,-
26042,21100802306,"2016 National Conference on Electrical, Electronics and Biomedical Engineering, ELECO 2016",conference and proceedings,-
26043,21100780441,2016 SME Annual Conference and Expo: The Future for Mining in a Data-Driven World,conference and proceedings,-
26044,21100305304,"26th International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS 2013",conference and proceedings,-
26045,21100784722,6th IMEKO TC19 Symposium on Environmental Instrumentation and Measurements 2016,conference and proceedings,-
26046,21100784747,"8th European Workshop on Structural Health Monitoring, EWSHM 2016",conference and proceedings,-
26047,21100862481,ACRN Journal of Finance and Risk Perspectives,journal,Q4
26048,19700168310,Adaptation,journal,Q2
26049,16400154704,African American Review,journal,Q2
26050,21100889412,Agraarteadus,journal,Q4
26051,29469,American Journal of Forensic Psychology,journal,Q4
26052,23908,American Laboratory,trade journal,Q4
26053,19900193917,Anales del Seminario de Historia de la Filosofia,journal,Q3
26054,12100155723,Andamios: Revista de Investigacion Social,journal,Q4
26055,29821,Antarctic Record,journal,Q4
26056,19486,Antibiotiki i Khimioterapiya,journal,Q4
26057,62985,Art Bulletin,journal,Q2
26058,19700169806,Art in Translation,journal,Q2
26059,28631,Biophotonics International,trade journal,Q4
26060,21100242601,Brazilian Journal of Analytical Chemistry,journal,Q4
26061,21100223157,Brukenthal. Acta Musei,journal,Q2
26062,21100897143,Brussels Studies,journal,Q3
26063,17055,Bulletin de l'Academie Veterinaire de France,journal,Q4
26064,29939,Bulletin of the Physical Fitness Research Institute,journal,Q4
26065,17700156012,Cahiers de Psychologie Clinique,journal,Q4
26066,16100154723,Cambrian Medieval Celtic Studies,journal,Q2
26067,16300154750,Catholica,journal,Q3
26068,21100207012,China's Refractories,journal,Q4
26069,5700165167,Chinese Journal of Cancer Prevention and Treatment,journal,Q4
26070,4400151735,CIM Magazine,trade journal,Q4
26071,19700175009,Cocuk Enfeksiyon Dergisi,journal,Q4
26072,21100896913,Cognitive Studies,journal,Q3
26073,19700173013,Co-herencia,journal,Q2
26074,5800209432,Concentric,journal,Q2
26075,21618,Consumer reports,journal,Q4
26076,21100902638,Contemporary Management Research,journal,Q4
26077,19700201648,Corrosion and Materials,journal,Q4
26078,16320,Critical Reviews in Physical and Rehabilitation Medicine,journal,Q4
26079,24794,Das Argument,journal,Q3
26080,5700181944,Deutsche Sprache,journal,Q3
26081,21100819048,DFX 2016: Proceedings of the 27th Symposium Design for X,conference and proceedings,-
26082,5200152617,Diabetes and Primary Care,journal,Q4
26083,4900152414,Diabetologe,journal,Q4
26084,5700156387,Diacritics,journal,Q2
26085,21100898016,Digital Humanities Quarterly,journal,Q4
26086,12613,Duodecim; laaketieteellinen aikakauskirja,journal,Q4
26087,21100840135,Economic Thought,journal,Q4
26088,29661,Emergency Medicine,journal,Q4
26089,21100216992,Epigenetics and Human Health,book series,Q4
26090,6500153103,Essays in Criticism,journal,Q2
26091,21100820707,Estudos em Comunicacao,journal,Q4
26092,23422,Fiziologiia cheloveka,journal,Q4
26093,21840,Folia Pharmacologica Japonica,journal,Q4
26094,17900156726,Formalized Mathematics,journal,Q4
26095,26542,Fuel Cells Bulletin,journal,Q4
26096,21100897202,FWU Journal of Social Sciences,journal,Q3
26097,22198,Genetika,journal,Q4
26098,21886,Giornale Italiano di Farmacia Clinica,journal,Q4
26099,19700175001,Guncel Pediatri,journal,Q4
26100,21100287312,Handelingen van de Koninklijke Commissie voor Toponymie,journal,Q3
26101,15258,Historicky Casopis,journal,Q3
26102,19526,Historisk Tidsskrift,journal,Q4
26103,13975,Hong Kong Practitioner,journal,Q4
26104,5800195656,Idealistic Studies,journal,Q3
26105,21100780895,"IDIMT 2016 - Information Technology, Society and Economy Strategic Cross-Influences - 24th Interdisciplinary Information Management Talks",conference and proceedings,-
26106,5100154507,IET Seminar Digest,conference and proceedings,-
26107,20812,Immunologiya,journal,Q4
26108,12100155625,Indian Journal of Thoracic and Cardiovascular Surgery,journal,Q4
26109,21100901578,Indonesian Journal of International and Comparative Law,journal,Q3
26110,21100322426,International Journal of Business Research,journal,Q4
26111,21100201518,International Journal of Early Childhood Special Education,journal,Q4
26112,21100258857,International Journal of Interdisciplinary Organizational Studies,journal,Q4
26113,21100823281,International Journal of Software Innovation,journal,Q4
26114,19700170139,International Research in Children's Literature,journal,Q2
26115,21100785521,Islamic Africa,journal,Q2
26116,20177,Jahrbucher fur Geschichte Osteuropas,book series,Q3
26117,78698,Japanese Journal of Clinical Pharmacology and Therapeutics,journal,Q4
26118,21100871853,Jordan Journal of Physics,journal,Q4
26119,21100401013,Journal of Chinese Military History,journal,Q3
26120,19700188420,Journal of Clinical and Analytical Medicine,journal,Q4
26121,145018,Journal of Environmental Hydrology,journal,Q4
26122,21100857115,Journal of Ethnology and Folkloristics,journal,Q3
26123,28889,Journal of Hellenic Studies,journal,Q2
26124,21100881509,Journal of International Pharmaceutical Research,journal,Q4
26125,21100456194,Journal of Japanese and Korean Cinema,journal,Q2
26126,21100805732,Journal of Management Information and Decision Science,journal,Q4
26127,21100223516,Journal of Medicine (Bangladesh),journal,Q4
26128,19700169886,Journal of Philosophical Economics: Reflections on Economic and Social Issues,journal,Q3
26129,21100890298,Journal of the Australasian Tax Teachers Association,journal,Q4
26130,22718,Journal of the IEST,journal,Q4
26131,17246,Kaku igaku. The Japanese journal of nuclear medicine,journal,Q4
26132,6600153104,Kartografija i Geoinformacije,journal,Q4
26133,21100229838,Kukila,journal,Q4
26134,6300153113,Larmbekampfung,journal,Q4
26135,21100468793,LATS 2016 - 17th IEEE Latin-American Test Symposium,conference and proceedings,-
26136,13964,Library,journal,Q4
26137,21100876245,Malaysian Journal of Music,journal,Q3
26138,145738,Mappemonde,journal,Q4
26139,21100422055,Medecine Buccale Chirurgie Buccale,journal,Q4
26140,16200154711,Mission Studies,journal,Q3
26141,12100157137,Monografies de la Societat d'Historia Natural de les Balears,book series,Q4
26142,21100378584,Monumenta Serica,journal,Q2
26143,4900152401,NEC Technical Journal,journal,Q4
26144,23539,New Mexico Historical Review,journal,Q3
26145,16359,Nippon rinsho. Japanese journal of clinical medicine,journal,Q4
26146,5800207807,NJES Nordic Journal of English Studies,journal,Q2
