Authors,Author(s) ID,Title,Faculty,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Access Type,Source,EID
"Giarno, Hadi M.P., Suprayogi S., Herumurti S.",57188976838;57203835393;55604892600;57209748268;,"Impact of rainfall intensity, monsoon and MJO to rainfall merging in the Indonesian maritime continent",Geografi,2020,Journal of Earth System Science,129,1,164,,,,,10.1007/s12040-020-01427-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088395278&doi=10.1007%2fs12040-020-01427-8&partnerID=40&md5=3dc9a8f671e4c9ca08bcd9e6d55936dc,"Department of Geography, Gadjah Mada University, Yogyakarta, 55281, Indonesia; Paotere Maritime Station, Meteorology Climatology and Geophysical Agency, Makassar, 90165, Indonesia","Giarno, Department of Geography, Gadjah Mada University, Yogyakarta, 55281, Indonesia, Paotere Maritime Station, Meteorology Climatology and Geophysical Agency, Makassar, 90165, Indonesia; Hadi, M.P., Department of Geography, Gadjah Mada University, Yogyakarta, 55281, Indonesia; Suprayogi, S., Department of Geography, Gadjah Mada University, Yogyakarta, 55281, Indonesia; Herumurti, S., Department of Geography, Gadjah Mada University, Yogyakarta, 55281, Indonesia",Article,Final,,Scopus,2-s2.0-85088395278
"Yustinadiar N., Manurung R., Suantika G.",57218198214;57218204163;6506344370;,Enhanced biomass productivity of microalgae Nannochloropsis sp. in an airlift photobioreactor using low-frequency flashing light with blue LED,Biologi,2020,Bioresources and Bioprocessing,7,1,43,,,,,10.1186/s40643-020-00331-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088278369&doi=10.1186%2fs40643-020-00331-9&partnerID=40&md5=ac9b99dfb5271de97dc42b9143bd6837,"Plant Structure and Development Laboratory, Faculty of Biology, Gadjah Mada University, Yogyakarta, Indonesia; Agrotechnology and Bioproduct Technology Research Group, School of Life Science and Technology, Bandung Institute of Technology, Bandung, Indonesia; Microbial Biotechnology Research Group, School of Life Science and Technology, Bandung Institute of Technology, Bandung, Indonesia","Yustinadiar, N., Plant Structure and Development Laboratory, Faculty of Biology, Gadjah Mada University, Yogyakarta, Indonesia; Manurung, R., Agrotechnology and Bioproduct Technology Research Group, School of Life Science and Technology, Bandung Institute of Technology, Bandung, Indonesia; Suantika, G., Microbial Biotechnology Research Group, School of Life Science and Technology, Bandung Institute of Technology, Bandung, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85088278369
"Singh A., Prabowo F.F., Benjakul S., Pranoto Y., Chantakun K.",55757781722;57217594064;35588706600;8906543900;57203002307;,Combined effect of microbial transglutaminase and ethanolic coconut husk extract on the gel properties and in-vitro digestibility of spotted golden goatfish (Parupeneus heptacanthus) surimi gel,Teknologi Pertanian,2020,Food Hydrocolloids,109,,106107,,,,,10.1016/j.foodhyd.2020.106107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087420091&doi=10.1016%2fj.foodhyd.2020.106107&partnerID=40&md5=2fdb752ef1d8ef7e9f390de9a1b3c6e8,"Department of Food Technology, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand; Department of Food Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia","Singh, A., Department of Food Technology, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand; Prabowo, F.F., Department of Food Technology, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand, Department of Food Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Benjakul, S., Department of Food Technology, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand; Pranoto, Y., Department of Food Technology, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Chantakun, K., Department of Food Technology, Faculty of Agro-Industry, Prince of Songkla University, Hat Yai, Songkhla, 90110, Thailand",Article,Final,,Scopus,2-s2.0-85087420091
"Zulfiana D., Karimah A., Anita S.H., Masruchin N., Wijaya K., Suryanegara L., Fatriasari W., Fudholi A.",55759753600;57218268536;57192231336;56586227800;6701615215;26326619700;56690604600;57195432490;,Antimicrobial Imperata cylindrica paper coated with anionic nanocellulose crosslinked with cationic ions,MIPA,2020,International Journal of Biological Macromolecules,164,,,892,901,,,10.1016/j.ijbiomac.2020.07.102,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088536962&doi=10.1016%2fj.ijbiomac.2020.07.102&partnerID=40&md5=c112a93e38bb2794707583d6d28b4549,"Research Center for Biomaterials, Indonesian Institute of Sciences (LIPI), Cibinong, 16911, Indonesia; Department of Chemistry, Gadjah Mada University, Yogyakarta, Indonesia; Solar Energy Research Institute, Universiti Kebangsaan Malaysia, Bangi, Selangor 43600, Malaysia","Zulfiana, D., Research Center for Biomaterials, Indonesian Institute of Sciences (LIPI), Cibinong, 16911, Indonesia; Karimah, A., Department of Chemistry, Gadjah Mada University, Yogyakarta, Indonesia; Anita, S.H., Research Center for Biomaterials, Indonesian Institute of Sciences (LIPI), Cibinong, 16911, Indonesia; Masruchin, N., Research Center for Biomaterials, Indonesian Institute of Sciences (LIPI), Cibinong, 16911, Indonesia; Wijaya, K., Department of Chemistry, Gadjah Mada University, Yogyakarta, Indonesia; Suryanegara, L., Research Center for Biomaterials, Indonesian Institute of Sciences (LIPI), Cibinong, 16911, Indonesia; Fatriasari, W., Research Center for Biomaterials, Indonesian Institute of Sciences (LIPI), Cibinong, 16911, Indonesia; Fudholi, A., Solar Energy Research Institute, Universiti Kebangsaan Malaysia, Bangi, Selangor 43600, Malaysia",Article,Final,,Scopus,2-s2.0-85088536962
"Amanah H.Z., Joshi R., Masithoh R.E., Choung M.-G., Kim K.-H., Kim G., Cho B.-K.",57216749548;57211273561;57170867000;16063201500;57202965738;57219222490;7401747466;,Nondestructive measurement of anthocyanin in intact soybean seed using Fourier Transform Near-Infrared (FT-NIR) and Fourier Transform Infrared (FT-IR) spectroscopy,Teknologi Pertanian,2020,Infrared Physics and Technology,111,,103477,,,,,10.1016/j.infrared.2020.103477,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091767444&doi=10.1016%2fj.infrared.2020.103477&partnerID=40&md5=3bcb4563db0a180cac747ea497c646af,"Department of Biosystems Machinery Engineering, College of Agriculture and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea; Department of Agricultural and Biosystems Engineering, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Department of Herbal Medicine Resource, Dogye Campus, Kangwon National University, Samcheok, 25949, South Korea; Department of Gene Engineering, National Institute of Agricultural Sciences, Rural Development Administration, Jeonju, 54874, South Korea; Department of Smart Agriculture Systems, College of Agricultural and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea","Amanah, H.Z., Department of Biosystems Machinery Engineering, College of Agriculture and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea, Department of Agricultural and Biosystems Engineering, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Joshi, R., Department of Biosystems Machinery Engineering, College of Agriculture and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea; Masithoh, R.E., Department of Agricultural and Biosystems Engineering, Faculty of Agricultural Technology, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Choung, M.-G., Department of Herbal Medicine Resource, Dogye Campus, Kangwon National University, Samcheok, 25949, South Korea; Kim, K.-H., Department of Gene Engineering, National Institute of Agricultural Sciences, Rural Development Administration, Jeonju, 54874, South Korea; Kim, G., Department of Biosystems Machinery Engineering, College of Agriculture and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea; Cho, B.-K., Department of Biosystems Machinery Engineering, College of Agriculture and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea, Department of Smart Agriculture Systems, College of Agricultural and Life Science, Chungnam National University, 99 Daehak-ro, Yuseong-gu, Daejeon, 34134, South Korea",Article,Final,,Scopus,2-s2.0-85091767444
"Kotani T., Setiawan J., Konno T., Ihara N., Okamoto S., Saito Y., Murata Y., Noda T., Matozaki T.",35603775200;57189518741;55461812200;57218528047;57218526837;55466433000;35604133200;57189249481;7006232483;,Regulation of colonic epithelial cell homeostasis by mTORC1,Kedokteran,2020,Scientific Reports,10,1,13810,,,,,10.1038/s41598-020-70655-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089418416&doi=10.1038%2fs41598-020-70655-1&partnerID=40&md5=79dddad4b8b88d51bc08ca6d795c2b7e,"Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Department of Physiology, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Cell Biology, Cancer Institute, Japanese Foundation for Cancer Research, Tokyo, Japan","Kotani, T., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Setiawan, J., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan, Department of Physiology, Faculty of Medicine, Public Health, and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Konno, T., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Ihara, N., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Okamoto, S., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Saito, Y., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Murata, Y., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan; Noda, T., Department of Cell Biology, Cancer Institute, Japanese Foundation for Cancer Research, Tokyo, Japan; Matozaki, T., Division of Molecular and Cellular Signaling, Department of Biochemistry and Molecular Biology, Kobe University Graduate School of Medicine, Kobe, Japan",Article,Final,Open Access,Scopus,2-s2.0-85089418416
"Rohman A., Rawar E.A., Sudevi S., Nurrulhidayah A.F., Windarsih A.",32668020600;57218499189;57218499995;56716257500;57006764700;,The use of chemometrics in combination with molecular spectroscopic and chromatographic methods for authentication of curcuma species: A review,Farmasi,2020,Food Research,4,6,,1850,1858,,,10.26656/fr.2017.4(6).345,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089352100&doi=10.26656%2ffr.2017.4%286%29.345&partnerID=40&md5=e16785340bff42123e59f4c74a09cc19,"Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Department of Pharmacy, Faculty of Mathematics and Natural Sciences, Sam Ratulangi University, Manado, Indonesia; International Institute for Halal Research and Training (INHART) Level 3, KICT Building, International Islamic University Malaysia (IIUM), Jalan GombakSelangor 53100, Malaysia; Research Division for Natural Product Technology (BPTBA), Indonesian Institute of Sciences (LIPI), Yogyakarta, 55861, Indonesia","Rohman, A., Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Rawar, E.A., Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta, 55281, Indonesia; Sudevi, S., Department of Pharmacy, Faculty of Mathematics and Natural Sciences, Sam Ratulangi University, Manado, Indonesia; Nurrulhidayah, A.F., International Institute for Halal Research and Training (INHART) Level 3, KICT Building, International Islamic University Malaysia (IIUM), Jalan GombakSelangor 53100, Malaysia; Windarsih, A., Research Division for Natural Product Technology (BPTBA), Indonesian Institute of Sciences (LIPI), Yogyakarta, 55861, Indonesia",Short Survey,Final,Open Access,Scopus,2-s2.0-85089352100
"Bakar A., Ningrum V., Lee A., Hsu W.-K., Amalia R., Dewanto I., Lee S.-C.",57213415532;57213415656;57218478643;57208818260;48461008800;57216932348;35484328900;,Structural equation modelling of the complex relationship between toothache and its associated factors among Indonesian children,Pertanian,2020,Scientific Reports,10,1,13567,,,,,10.1038/s41598-020-70104-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089279452&doi=10.1038%2fs41598-020-70104-z&partnerID=40&md5=95c6fe2cfd85c44a89d0efc5999b87b4,"PhD Program of Biotechnology and Industry, Da-Yeh University, Dacun, Changhua, Taiwan; School of Dentistry, Baiturrahmah University, Kuranji, Padang, Indonesia; Department of Food Science and Biotechnology, Da-Yeh University, No. 168, University Road, Dacun Township, Changhua County 51591, Taiwan; Department of Preventive and Community Dentistry, Faculty of Dentistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Department of Dental Public Health, School of Dentistry, University of Muhammadiyah Yogyakarta, Jl. Brawijaya, Geblagan, Tamantirto, Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia","Bakar, A., PhD Program of Biotechnology and Industry, Da-Yeh University, Dacun, Changhua, Taiwan, School of Dentistry, Baiturrahmah University, Kuranji, Padang, Indonesia; Ningrum, V., School of Dentistry, Baiturrahmah University, Kuranji, Padang, Indonesia; Lee, A., Department of Food Science and Biotechnology, Da-Yeh University, No. 168, University Road, Dacun Township, Changhua County 51591, Taiwan; Hsu, W.-K., Department of Food Science and Biotechnology, Da-Yeh University, No. 168, University Road, Dacun Township, Changhua County 51591, Taiwan; Amalia, R., Department of Preventive and Community Dentistry, Faculty of Dentistry, Universitas Gadjah Mada, Yogyakarta, Indonesia; Dewanto, I., Department of Dental Public Health, School of Dentistry, University of Muhammadiyah Yogyakarta, Jl. Brawijaya, Geblagan, Tamantirto, Kasihan, Bantul, Daerah Istimewa Yogyakarta, Indonesia; Lee, S.-C., Department of Food Science and Biotechnology, Da-Yeh University, No. 168, University Road, Dacun Township, Changhua County 51591, Taiwan",Article,Final,Open Access,Scopus,2-s2.0-85089279452
"Karuniawati H., Hassali M.A.A., Suryawati S., Ismail W.I., Taufik T., Wiladatika A.",57195136247;9741079900;6603201693;57193530481;57208893556;57216727797;,Public practices towards antibiotics: A qualitative study,Kedokteran,2020,Clinical Epidemiology and Global Health,8,4,,1277,1281,,,10.1016/j.cegh.2020.04.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084384664&doi=10.1016%2fj.cegh.2020.04.027&partnerID=40&md5=20e88c64e46e4a9af06a0a8aec4552f5,"Universitas Muhammadiyah Surakarta, Indonesia; Universiti Sains Malaysia, Malaysia; Gadjah Mada University, Yogyakarta, Indonesia; Universiti Teknologi MARA, CawanganPulau Pinang, Malaysia","Karuniawati, H., Universitas Muhammadiyah Surakarta, Indonesia, Universiti Sains Malaysia, Malaysia; Hassali, M.A.A., Universiti Sains Malaysia, Malaysia; Suryawati, S., Gadjah Mada University, Yogyakarta, Indonesia; Ismail, W.I., Universiti Teknologi MARA, CawanganPulau Pinang, Malaysia; Taufik, T., Universitas Muhammadiyah Surakarta, Indonesia; Wiladatika, A., Universitas Muhammadiyah Surakarta, Indonesia",Article,Final,,Scopus,2-s2.0-85084384664
"Yuana S.L., Sengers F., Boon W., Hajer M.A., Raven R.",57205260496;36053735200;22733384300;6603469883;7006534473;,A dramaturgy of critical moments in transition: Understanding the dynamics of conflict in socio-political change,Ilmu Sosial dan Politik,2020,Environmental Innovation and Societal Transitions,37,,,156,170,,,10.1016/j.eist.2020.08.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090712553&doi=10.1016%2fj.eist.2020.08.009&partnerID=40&md5=134b53d6efedb692362b79f9b20dc964,"Copernicus Institute of Sustainable Development, Utrecht University, Netherlands; Faculty of Social and Political Sciences, Universitas Gadjah Mada, Indonesia; Urban Futures Studios, Utrecht University, Netherlands; Monash Sustainable Development Institute, Monash University, Australia; Faculty of Social Science & Public Policy, King's College London, United Kingdom","Yuana, S.L., Copernicus Institute of Sustainable Development, Utrecht University, Netherlands, Faculty of Social and Political Sciences, Universitas Gadjah Mada, Indonesia; Sengers, F., Copernicus Institute of Sustainable Development, Utrecht University, Netherlands, Faculty of Social Science & Public Policy, King's College London, United Kingdom; Boon, W., Copernicus Institute of Sustainable Development, Utrecht University, Netherlands; Hajer, M.A., Copernicus Institute of Sustainable Development, Utrecht University, Netherlands, Urban Futures Studios, Utrecht University, Netherlands; Raven, R., Copernicus Institute of Sustainable Development, Utrecht University, Netherlands, Monash Sustainable Development Institute, Monash University, Australia",Article,Final,Open Access,Scopus,2-s2.0-85090712553
"Kartini D., Taher A., Panigoro S.S., Setiabudy R., Jusman S.W., Haryana S.M., Abdullah M., Rustamadji P., Purwanto D.J., Sutandyo N., Suroyo I., Siregar B.H., Maruli H., Sungkar S.",57215490523;7005269743;56790104300;6602316235;36518792100;6507708439;7103393434;55321572200;55397802000;26028099200;57204106272;57215489796;57215495589;57016857300;,Effect of melatonin supplementation in combination with neoadjuvant chemotherapy to miR-210 and CD44 expression and clinical response improvement in locally advanced oral squamous cell carcinoma: a randomized controlled trial,Kedokteran,2020,Journal of the Egyptian National Cancer Institute,32,1,12,,,,,10.1186/s43046-020-0021-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080977365&doi=10.1186%2fs43046-020-0021-0&partnerID=40&md5=24cf442a97975093d4e0d0c196efc6f9,"Oncology Division, Department of Surgery, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, 10430, Indonesia; Department of Urology, Cipto Mangunkusumo Hospital, Faculty of Medicine, Universitas Indonesia, Jakarta, Indonesia; Department of Pharmacology and Therapeutics, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia; Department of Biochemistry and Molecular Genetics, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia; Department of Histology and Cell Biology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Division of Gastroenterology and Hepatology, Department of Internal Medicine, Dr. Cipto Mangunkusumo National Central General Hospital, Jakarta, Indonesia; Department of Pathological Anatomy, Cipto Mangunkusumo Hospital, Faculty of Medicine, Universitas Indonesia, Jakarta, Indonesia; Department of Surgical Oncology, Dharmais Hospital, National Cancer Center, Jakarta, Indonesia; Department of Hematology and Medical Oncology, Dharmais Hospital, National Cancer Center, Jakarta, Indonesia; Department of Radiology, Dr. Cipto Mangunkusumo National Central General Hospital, Jakarta, Indonesia; Oncology Division, Department of Surgery, Persahabatan General Hospital, Jakarta, Indonesia; Department of Parasitology, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia","Kartini, D., Oncology Division, Department of Surgery, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, 10430, Indonesia; Taher, A., Department of Urology, Cipto Mangunkusumo Hospital, Faculty of Medicine, Universitas Indonesia, Jakarta, Indonesia; Panigoro, S.S., Oncology Division, Department of Surgery, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, 10430, Indonesia; Setiabudy, R., Department of Pharmacology and Therapeutics, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia; Jusman, S.W., Department of Biochemistry and Molecular Genetics, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia; Haryana, S.M., Department of Histology and Cell Biology, Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada, Yogyakarta, Indonesia; Abdullah, M., Division of Gastroenterology and Hepatology, Department of Internal Medicine, Dr. Cipto Mangunkusumo National Central General Hospital, Jakarta, Indonesia; Rustamadji, P., Department of Pathological Anatomy, Cipto Mangunkusumo Hospital, Faculty of Medicine, Universitas Indonesia, Jakarta, Indonesia; Purwanto, D.J., Department of Surgical Oncology, Dharmais Hospital, National Cancer Center, Jakarta, Indonesia; Sutandyo, N., Department of Hematology and Medical Oncology, Dharmais Hospital, National Cancer Center, Jakarta, Indonesia; Suroyo, I., Department of Radiology, Dr. Cipto Mangunkusumo National Central General Hospital, Jakarta, Indonesia; Siregar, B.H., Oncology Division, Department of Surgery, Persahabatan General Hospital, Jakarta, Indonesia; Maruli, H., Oncology Division, Department of Surgery, Persahabatan General Hospital, Jakarta, Indonesia; Sungkar, S., Department of Parasitology, Dr. Cipto Mangunkusumo National Central General Hospital, Faculty of Medicine Universitas Indonesia, Jakarta, Indonesia",Article,Final,Open Access,Scopus,2-s2.0-85080977365
"Siswanto E., Horii T., Iskandar I., Gaol J.L., Setiawan R.Y., Susanto R.D.",8668728200;23995358900;8637688700;56958634200;35768507600;55664987200;,Impacts of climate changes on the phytoplankton biomass of the Indonesian Maritime Continent,Pertanian,2020,Journal of Marine Systems,212,,103451,,,,,10.1016/j.jmarsys.2020.103451,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091580235&doi=10.1016%2fj.jmarsys.2020.103451&partnerID=40&md5=9291f5365882e4d88236b5a2f6327b2c,"Earth Surface System Research Center, Research Institute for Global Change, Japan Agency for Marine-Earth Science and Technology, 3173-25, Showa-machi, Kanazawa-ku, Yokohama, Kanagawa 236-0001, Japan; Global Ocean Observation Research Center, Research Institute for Global Change, Japan Agency for Marine-Earth Science and Technology, 2-15, Natsushima-cho, Yokosuka, Kanagawa 237-0061, Japan; Faculty of Mathematics and Natural Sciences, Sriwijaya University, Jl. Masjid Al Gazali, Bukit Lama, Palembang, 30128, Indonesia; Faculty of Fisheries and Marine Science, IPB University, Jl. Rasamala, IPB Darmaga Campus, Bogor, 16680, Indonesia; Faculty of Agriculture, Gadjah Mada University, Jl. Flora, Bulaksumur, Daerah Istimewa Yogyakarta, 55281, Indonesia; Department of Atmospheric and Oceanic Science, University of Maryland, College Park, MD 20742, United States; Faculty of Earth Sciences and Technology, Bandung Institute of Technology, Jl. Ganesha 10, Bandung, 40132, Indonesia","Siswanto, E., Earth Surface System Research Center, Research Institute for Global Change, Japan Agency for Marine-Earth Science and Technology, 3173-25, Showa-machi, Kanazawa-ku, Yokohama, Kanagawa 236-0001, Japan; Horii, T., Global Ocean Observation Research Center, Research Institute for Global Change, Japan Agency for Marine-Earth Science and Technology, 2-15, Natsushima-cho, Yokosuka, Kanagawa 237-0061, Japan; Iskandar, I., Faculty of Mathematics and Natural Sciences, Sriwijaya University, Jl. Masjid Al Gazali, Bukit Lama, Palembang, 30128, Indonesia; Gaol, J.L., Faculty of Fisheries and Marine Science, IPB University, Jl. Rasamala, IPB Darmaga Campus, Bogor, 16680, Indonesia; Setiawan, R.Y., Faculty of Agriculture, Gadjah Mada University, Jl. Flora, Bulaksumur, Daerah Istimewa Yogyakarta, 55281, Indonesia; Susanto, R.D., Department of Atmospheric and Oceanic Science, University of Maryland, College Park, MD 20742, United States, Faculty of Earth Sciences and Technology, Bandung Institute of Technology, Jl. Ganesha 10, Bandung, 40132, Indonesia",Article,Final,,Scopus,2-s2.0-85091580235
"Rahman M.H., Kudo K., Yamagishi Y., Nakamura Y., Nakaba S., Begum S., Nugroho W.D., Arakawa I., Kitin P., Funada R.",57188837242;56135783800;47661935500;57218678209;15045356500;7101852563;54789995600;57188926575;6602236780;7004161410;,Winter-spring temperature pattern is closely related to the onset of cambial reactivation in stems of the evergreen conifer Chamaecyparis pisifera,Kehutanan,2020,Scientific Reports,10,1,14341,,,,,10.1038/s41598-020-70356-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090012274&doi=10.1038%2fs41598-020-70356-9&partnerID=40&md5=0ae77ff46c58accc48ef9102b64ab995,"Faculty of Agriculture, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8509, Japan; Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8538, Japan; Institute of Wood Technology, Akita Prefectural University, Noshiro, Akita 016-0876, Japan; Research Faculty of Agriculture, Hokkaido University, Sapporo, 060-8589, Japan; Faculty of Agriculture, Bangladesh Agricultural University, Mymensingh, 2202, Bangladesh; Faculty of Forestry, Universitas Gadjah Mada, Jalan Agro No. 1 Bulaksumur, Yogyakarta, 55281, Indonesia; Department of Bacteriology, University of Wisconsin, Madison, WI 53706, United States","Rahman, M.H., Faculty of Agriculture, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8509, Japan, Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8538, Japan; Kudo, K., Institute of Wood Technology, Akita Prefectural University, Noshiro, Akita 016-0876, Japan; Yamagishi, Y., Research Faculty of Agriculture, Hokkaido University, Sapporo, 060-8589, Japan; Nakamura, Y., Faculty of Agriculture, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8509, Japan; Nakaba, S., Faculty of Agriculture, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8509, Japan, Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8538, Japan; Begum, S., Faculty of Agriculture, Bangladesh Agricultural University, Mymensingh, 2202, Bangladesh; Nugroho, W.D., Faculty of Forestry, Universitas Gadjah Mada, Jalan Agro No. 1 Bulaksumur, Yogyakarta, 55281, Indonesia; Arakawa, I., Faculty of Agriculture, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8509, Japan, Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8538, Japan; Kitin, P., Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8538, Japan, Department of Bacteriology, University of Wisconsin, Madison, WI 53706, United States; Funada, R., Faculty of Agriculture, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8509, Japan, Institute of Global Innovation Research, Tokyo University of Agriculture and Technology, Fuchu, Tokyo 183-8538, Japan",Article,Final,Open Access,Scopus,2-s2.0-85090012274
